,Store,ListPrice,InstoreListPrice,SalePrice,InstoreSalePrice,CUPListPrice,InstoreCUPListPrice,CUPSalePrice,InstoreCUPSalePrice,HideWasSavedPrice,IsRanged,IsInStock,IsForCollection,IsForDelivery,IsForExpress,IsSpecial,IsAvailable,InstoreIsAvailable,IsPurchasable,InstoreIsPurchasable,IsOnSpecial,InstoreIsOnSpecial,IsNew
10,"{'Division': 'SUPERMARKETS', 'StoreNo': '3205', 'Name': 'Ashwood', 'AddressLine1': '551-557 Warrigal Road', 'AddressLine2': None, 'Suburb': 'Ashwood', 'State': 'VIC', 'Postcode': '3147', 'Latitude': '-37.866443', 'Longitude': '145.093759', 'GeoLevel': '0', 'Distance': '6.89', 'Phone': '(03) 8347 6506', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0600-2300'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2300'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sat: 0600-2300'}, {'Day': 'Sunday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sun: 0600-2300'}, {'Day': 'Monday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0600-2300'}], 'Facilities': ['Seafood', 'Liquor (Adjacent BWS)', 'Coffee Shop', 'Sushi Bar', 'Cut on Demand', 'Pick up', 'Click and Collect']}",0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11,"{'Division': 'SUPERMARKETS', 'StoreNo': '3151', 'Name': 'Stud Park', 'AddressLine1': 'Stud Park Shopping Centre , Stud Road', 'AddressLine2': None, 'Suburb': 'Rowville', 'State': 'VIC', 'Postcode': '3178', 'Latitude': '-37.92105194', 'Longitude': '145.23527085', 'GeoLevel': '0', 'Distance': '7.19', 'Phone': '(03) 8756 2419', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0600-0000'}, {'Day': 'Sunday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0600-0000'}, {'Day': 'Monday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}], 'Facilities': ['Cut on Demand', 'Pick up', 'Liquor (Adjacent BWS)', 'EziBuy Online Order Collection', 'eBay Online Order Collection', 'Seafood', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
12,"{'Division': 'SUPERMARKETS', 'StoreNo': '3368', 'Name': 'Oakleigh', 'AddressLine1': 'Oakleigh Central Shopping Centre, Station Square, Station Street', 'AddressLine2': None, 'Suburb': 'Oakleigh', 'State': 'VIC', 'Postcode': '3166', 'Latitude': '-37.90089799', 'Longitude': '145.089907', 'GeoLevel': '0', 'Distance': '7.3', 'Phone': '(03) 8347 6551', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2200'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2200'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2200'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}], 'Facilities': ['Liquor (Adjacent BWS)', 'Seafood', 'Pick up', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
13,"{'Division': 'SUPERMARKETS', 'StoreNo': '3335', 'Name': 'Chadstone', 'AddressLine1': '1341 Dandenong Road', 'AddressLine2': None, 'Suburb': 'Chadstone', 'State': 'VIC', 'Postcode': '3148', 'Latitude': '-37.88718765', 'Longitude': '145.08298675', 'GeoLevel': '0', 'Distance': '7.63', 'Phone': '(03) 8347 6545', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2300'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2300'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2300'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}], 'Facilities': ['eBay Online Order Collection', 'WiFi', 'Pick up', 'EziBuy Online Order Collection', 'Liquor (Adjacent BWS)', 'Seafood', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
14,"{'Division': 'SUPERMARKETS', 'StoreNo': '3235', 'Name': 'Blackburn North', 'AddressLine1': '66-104 Springfield Road', 'AddressLine2': None, 'Suburb': 'Blackburn North', 'State': 'VIC', 'Postcode': '3130', 'Latitude': '-37.81233542', 'Longitude': '145.15276147', 'GeoLevel': '0', 'Distance': '7.92', 'Phone': '(03) 8841 7627', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2200'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2200'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2200'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}], 'Facilities': ['Liquor (Adjacent BWS)', 'Pick up', 'Seafood', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
15,"{'Division': 'SUPERMARKETS', 'StoreNo': '3192', 'Name': 'Springvale', 'AddressLine1': '302 Springvale Road', 'AddressLine2': None, 'Suburb': 'Springvale', 'State': 'VIC', 'Postcode': '3171', 'Latitude': '-37.953473', 'Longitude': '145.151956', 'GeoLevel': '0', 'Distance': '8.07', 'Phone': '(03) 8551 8768', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0700-0000'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0700-0000'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}], 'Facilities': ['Pick up', 'Seafood', 'Liquor (Adjacent BWS)', 'Quiet Hour', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
16,"{'Division': 'SUPERMARKETS', 'StoreNo': '3202', 'Name': 'Box Hill', 'AddressLine1': 'Cnr Main & Station Street', 'AddressLine2': None, 'Suburb': 'Box Hill', 'State': 'VIC', 'Postcode': '3128', 'Latitude': '-37.81922699', 'Longitude': '145.123605', 'GeoLevel': '0', 'Distance': '8.1', 'Phone': '(03) 8347 5849', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2200'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2200'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2200'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}], 'Facilities': ['Pick up', 'Liquor (Adjacent BWS)', 'Seafood', 'Sushi Bar', 'Click and Collect']}",0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
17,"{'Division': 'SUPERMARKETS', 'StoreNo': '3295', 'Name': 'Oakleigh South', 'AddressLine1': 'Cnr Warrigal and Centre Roads', 'AddressLine2': None, 'Suburb': 'Oakleigh South', 'State': 'VIC', 'Postcode': '3167', 'Latitude': '-37.92199', 'Longitude': '145.08370882', 'GeoLevel': '0', 'Distance': '8.74', 'Phone': '(03) 8347 6631', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2200'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2200'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2200'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}], 'Facilities': ['Sushi Bar', 'Seafood', 'Currently being renovated', 'Liquor (Adjacent BWS)', 'Pick up', 'WiFi', 'Cut on Demand', 'Click and Collect']}",0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,"{'Division': 'SUPERMARKETS', 'StoreNo': '3283', 'Name': 'Clarinda', 'AddressLine1': 'Cnr Bourke Road And Viney Street', 'AddressLine2': None, 'Suburb': 'Clarinda', 'State': 'VIC', 'Postcode': '3169', 'Latitude': '-37.94114497', 'Longitude': '145.101765', 'GeoLevel': '0', 'Distance': '8.85', 'Phone': '(03) 8551 8771', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2300'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2300'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2300'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}], 'Facilities': ['Australia Post Parcel Locker', 'Seafood', 'Liquor (Adjacent BWS)', 'eBay Online Order Collection', 'Pick up', 'Pick up - Drive Up', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
19,"{'Division': 'SUPERMARKETS', 'StoreNo': '3149', 'Name': 'Eastland (Ringwood VIC)', 'AddressLine1': '171 Maroondah Highway', 'AddressLine2': None, 'Suburb': 'Ringwood', 'State': 'VIC', 'Postcode': '3134', 'Latitude': '-37.813836', 'Longitude': '145.228674', 'GeoLevel': '0', 'Distance': '9.21', 'Phone': '(03) 8841 7618', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2200'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 9:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2100'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 9:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2100'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 10:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2200'}], 'Facilities': ['Cut on Demand', 'Pick up', 'Quiet Hour', 'Currently being renovated', 'Sushi Bar', 'Liquor (Adjacent BWS)', 'WiFi', 'Seafood', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
20,"{'Division': 'SUPERMARKETS', 'StoreNo': '3141', 'Name': 'Bayswater', 'AddressLine1': '659 Mountain Highway', 'AddressLine2': None, 'Suburb': 'Bayswater', 'State': 'VIC', 'Postcode': '3153', 'Latitude': '-37.841636', 'Longitude': '145.262362', 'GeoLevel': '0', 'Distance': '9.31', 'Phone': '(03) 8756 2413', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2300'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sat: 0700-2300'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sun: 0700-2300'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0700-2300'}], 'Facilities': ['Liquor (Adjacent BWS)', 'Seafood', 'Pick up', 'Click and Collect']}",0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,"{'Division': 'SUPERMARKETS', 'StoreNo': '3382', 'Name': 'Mountain Gate (Ferntree Gully)', 'AddressLine1': 'Cnr Burwood Highway And Ferntree Gully Road', 'AddressLine2': None, 'Suburb': 'Ferntree Gully', 'State': 'VIC', 'Postcode': '3156', 'Latitude': '-37.88284', 'Longitude': '145.277575', 'GeoLevel': '0', 'Distance': '9.47', 'Phone': '(03) 8756 2440', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0600-2300'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Tue: 0800-2300'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sat: 0600-2300'}, {'Day': 'Sunday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Sun: 0600-2300'}, {'Day': 'Monday', 'OpenHour': '6:00 AM - 11:00 PM', 'TradingHourForDisplay': 'Mon: 0600-2300'}], 'Facilities': ['Pick up', 'Seafood', 'Australia Post Parcel Locker', 'Quiet Hour', 'Liquor (Adjacent BWS)', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
22,"{'Division': 'SUPERMARKETS', 'StoreNo': '3405', 'Name': 'Middle Camberwell', 'AddressLine1': '752 Riversdale Road', 'AddressLine2': None, 'Suburb': 'Camberwell', 'State': 'VIC', 'Postcode': '3124', 'Latitude': '-37.833861', 'Longitude': '145.07722', 'GeoLevel': '0', 'Distance': '9.74', 'Phone': '(03) 8347 6560', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0600-0000'}, {'Day': 'Sunday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0600-0000'}, {'Day': 'Monday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}], 'Facilities': ['Liquor (Adjacent BWS)', 'Pick up', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
23,"{'Division': 'SUPERMARKETS', 'StoreNo': '3298', 'Name': 'Carnegie North', 'AddressLine1': '2/20 Koornang Road', 'AddressLine2': None, 'Suburb': 'Carnegie', 'State': 'VIC', 'Postcode': '3163', 'Latitude': '-37.88449', 'Longitude': '145.058147', 'GeoLevel': '0', 'Distance': '9.79', 'Phone': '(03) 8347 6521', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0700-0000'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0700-0000'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}], 'Facilities': ['Sushi Bar', 'EziBuy Online Order Collection', 'eBay Online Order Collection', 'Liquor (Adjacent BWS)', 'Seafood', 'Pick up', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
24,"{'Division': 'SUPERMARKETS', 'StoreNo': '3251', 'Name': 'Carnegie', 'AddressLine1': '11-29 Kokaribb Road', 'AddressLine2': None, 'Suburb': 'Carnegie', 'State': 'VIC', 'Postcode': '3163', 'Latitude': '-37.887827', 'Longitude': '145.056661', 'GeoLevel': '0', 'Distance': '9.94', 'Phone': '(03) 8347 6515', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0700-0000'}, {'Day': 'Sunday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0700-0000'}, {'Day': 'Monday', 'OpenHour': '7:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0700-0000'}], 'Facilities': ['Seafood', 'Pick up', 'Australia Post Parcel Locker', 'Liquor (Adjacent BWS)', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
25,"{'Division': 'SUPERMARKETS', 'StoreNo': '3108', 'Name': 'Boronia Junction', 'AddressLine1': '127 Boronia Road', 'AddressLine2': None, 'Suburb': 'Boronia', 'State': 'VIC', 'Postcode': '3155', 'Latitude': '-37.861294', 'Longitude': '145.284807', 'GeoLevel': '0', 'Distance': '10.37', 'Phone': '(03) 8756 2404', 'GMTZone': '11:0', 'TradingHours': [{'Day': 'Today', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}, {'Day': 'Tomorrow', 'OpenHour': '8:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Tue: 0800-0000'}, {'Day': 'Wednesday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Wed: 0800-2000'}, {'Day': 'Thursday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Thu: 0800-2000'}, {'Day': 'Friday', 'OpenHour': '8:00 AM - 8:00 PM', 'TradingHourForDisplay': 'Fri: 0800-2000'}, {'Day': 'Saturday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sat: 0600-0000'}, {'Day': 'Sunday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Sun: 0600-0000'}, {'Day': 'Monday', 'OpenHour': '6:00 AM - 12:00 AM', 'TradingHourForDisplay': 'Mon: 0600-0000'}], 'Facilities': ['Pick up', 'Seafood', 'Liquor (Adjacent BWS)', 'Cut on Demand', 'Click and Collect']}",0.88,0.88,0.88,0.88,5,5,5,5,False,False,True,True,True,False,False,True,True,True,True,False,False,False
